"index"	"budget"	"keywords"	"original_language"	"title"	"popularity"	"release_date"	"revenue"	"runtime"	"vote_average"	"vote_count"	"genre"	"release_year"	"release_month"	"release_day"	"first_actor"	"first_actor_gender"	"director_first_name"	"director_gender"
1960	2.4e+07	"philadelphia transporter fight love of one's life publicity"	"en"	"Rocky Balboa"	30.445257	2006-12-20	155721132	102	6.5	835	"Drama"	2006	12	20	"Sylvester Stallone"	"male"	"Sylvester"	"male"
1835	2.5e+07	"father son relationship casual meeting student of medicine friends valentine"	"en"	"No Strings Attached"	38.688822	2011-01-21	147780440	107	6.1	1331	"Comedy"	2011	1	21	"Natalie Portman"	"female"	"Ivan"	"male"
2074	2.1e+07	"car journey transportation auto human trafficking"	"en"	"The Transporter"	34.433521	2002-10-02	43928932	92	6.6	1692	"Thriller"	2002	10	2	"Jason Statham"	"male"	"Louis"	"male"
521	6e+07	"new york airport marriage proposal translation craftsman"	"en"	"The Terminal"	57.753914	2004-06-17	219417255	128	7	1910	"Drama"	2004	6	17	"Tom Hanks"	"male"	"Steven"	"male"
149	1.4e+08	"saving the world paris moon cataclysm asteroid"	"en"	"Armageddon"	58.485967	1998-07-01	553799566	151	6.4	2482	"Thriller"	1998	7	1	"Bruce Willis"	"male"	"Michael"	"male"
1341	36500000	"based on novel brother sister relationship sword fight spaceship strugatsky"	"ru"	"The Inhabited Island"	2.785832	2008-12-18	21834845	115	5.3	23	"Thriller"	2008	12	18	"Vasily Stepanov"	"male"	"Fyodor"	"male"
765	6e+07	"hotel room san diego drug addiction stewardess overdose"	"en"	"Almost Famous"	21.547446	2000-09-15	47383689	122	7.4	797	"Drama"	2000	9	15	"Kate Hudson"	"female"	"Cameron"	"male"
3155	7400000	"wedding reception power outage destruction of planet wedding toast"	"da"	"Melancholia"	36.173598	2011-05-26	21817298	136	7	885	"Drama"	2011	5	26	"Kirsten Dunst"	"female"	"Lars"	"male"
4025	0	"muslim museum jew evidence rabbi"	"en"	"Religulous"	9.774126	2008-10-01	0	101	7.2	197	"Comedy"	2008	10	1	"Bill Maher"	"male"	"Larry"	"male"
1649	3e+07	"chief colonialism new world"	"en"	"The New World"	19.106154	2005-12-25	30536013	135	6.4	330	"Drama"	2005	12	25	"Colin Farrell"	"male"	"Terrence"	"male"
66	1.75e+08	"age difference central and south america balloon animation floating in the air"	"en"	"Up"	92.201962	2009-05-13	735099082	96	7.7	6870	"Comedy"	2009	5	13	"Ed Asner"	"male"	"Pete"	"male"
4226	1500000	"hotel con man stamp police partner"	"es"	"Nine Queens"	8.589355	2000-08-31	0	114	7.4	153	"Drama"	2000	8	31	"Ricardo Dar\u00edn"	"male"	"Fabi\u00e1n"	NA
322	9e+07	"clone taxi cyborg egypt future"	"en"	"The Fifth Element"	109.528572	1997-05-07	263920180	126	7.3	3885	"Thriller"	1997	5	7	"Bruce Willis"	"male"	"Luc"	"male"
3166	9e+06	NA	"en"	"The Best Man"	3.951041	1999-10-22	34573780	120	6.8	38	"Drama"	1999	10	22	"Nia Long"	"female"	"Malcolm"	"male"
4060	0	"woman director"	"en"	"There's Always Woodstock"	2.025701	2014-11-14	0	90	5.4	12	"Comedy"	2014	11	14	"Allison Miller"	"female"	"Rita"	"female"
1654	2.5e+07	"schizophrenia clone loss of son nightmare doctor"	"en"	"Godsend"	12.10235	2004-04-30	30114487	102	4.7	114	"Drama"	2004	4	30	"Greg Kinnear"	"male"	"Nick"	"male"
2019	2.2e+07	"holiday christmas party santa claus deal christmas tree"	"en"	"The Santa Clause"	16.234053	1994-11-10	189833357	97	6.3	489	"Drama"	1994	11	10	"Tim Allen"	"male"	"John"	"male"
2079	2.1e+07	NA	"en"	"Moonlight Mile"	8.982335	2002-09-09	10011050	117	6.5	52	"Drama"	2002	9	9	"Jake Gyllenhaal"	"male"	"Brad"	"male"
4468	0	NA	"en"	"Iraq for Sale: The War Profiteers"	1.517771	2006-01-01	0	75	8	6	"Documentary"	2006	1	1	"Shereef Akeel"	"male"	"Robert"	"male"
2064	2.2e+07	"soccer"	"es"	"Underdogs"	14.866351	2013-07-18	2.4e+07	106	6	122	"Romance"	2013	7	18	"Juan Jos\u00e9"	"male"	"Juan"	"male"
2389	1.8e+07	"paris japanese identity underworld monopoly"	"fr"	"Renaissance"	9.244181	2006-03-16	1831348	105	6.7	77	"Action"	2006	3	16	"Daniel Craig"	"male"	"Christian"	"male"
2241	0	"nurse battle platoon veteran recruitment"	"en"	"Passchendaele"	2.405911	2008-10-17	0	114	6.3	26	"Drama"	2008	10	17	"Paul Gross"	"male"	"Paul"	"male"
3121	1e+07	NA	"en"	"Janky Promoters"	1.728816	2009-10-16	9069	85	7	5	"Comedy"	2009	10	16	"Ice Cube"	NA	"Marcus"	"male"
1748	1.5e+07	"sex adultery based on novel cat infidelity"	"en"	"Notes on a Scandal"	12.576381	2006-12-25	49469904	92	6.9	235	"Drama"	2006	12	25	"Judi Dench"	"female"	"Richard"	"male"
208	1.6e+08	"witch cave arabian scandinavia bagdad"	"en"	"The 13th Warrior"	27.220157	1999-08-27	61698899	102	6.4	510	"Action"	1999	8	27	"Antonio Banderas"	"male"	"John"	"male"
4635	0	"lesbian relationship independent film lesbian interest lgbt woman director"	"en"	"The Incredibly True Adventure of Two Girls In Love"	1.70819	1995-06-16	0	94	5.7	13	"Drama"	1995	6	16	"Laurel Holloman"	"female"	"Maria"	"female"
2326	2.1e+07	"based on novel middle school"	"en"	"Diary of a Wimpy Kid: Rodrick Rules"	14.329891	2011-03-25	72417394	99	6.3	238	"Comedy"	2011	3	25	"Zachary Gordon"	"male"	"David"	"male"
4092	2e+06	"father court bail drug trade girl"	"en"	"Winter's Bone"	20.834883	2010-06-11	13831503	100	6.8	565	"Drama"	2010	6	11	"Jennifer Lawrence"	"female"	"Debra"	"female"
2614	0	NA	"en"	"The Love Letter"	0.116873	1998-02-01	0	98	4.7	3	"Drama"	1998	2	1	"Campbell Scott"	"female"	"Dan"	"male"
2205	2e+07	"sport"	"en"	"Undisputed"	17.227376	2002-08-23	12398628	96	6.1	139	"Drama"	2002	8	23	"Wesley Snipes"	"male"	"Walter"	"male"
3784	3e+06	"london england nightclub chase fraud liar"	"en"	"Shooting Fish"	1.204941	1997-08-22	302204	109	7	23	"Comedy"	1997	8	22	"Dan Futterman"	"male"	"Stefan"	"male"
1091	4.4e+07	"usa president presidential election watergate scandal biography government"	"en"	"Nixon"	3.770161	1995-12-22	13681765	192	7.1	71	"Drama"	1995	12	22	"Anthony Hopkins"	"male"	"Oliver"	"male"
2302	0	"based on true story"	"en"	"Won't Back Down"	2.366251	2012-09-28	5310554	121	5.8	40	"Drama"	2012	9	28	"Viola Davis"	"female"	"Daniel"	"male"
4466	0	NA	"en"	"Vessel"	0.322553	2012-10-28	0	14	5.9	8	"Fiction"	2012	10	28	"Brandon Bales"	"male"	"Clark"	"male"
872	5.5e+07	"corruption journalist based on novel blackmail manipulation"	"en"	"All the King's Men"	7.768223	2006-09-10	9450897	125	5.7	95	"Drama"	2006	9	10	"Sean Penn"	"male"	"Steven"	"male"
1170	4e+07	"venice italy gay new york lovesickness"	"en"	"The Talented Mr. Ripley"	31.385257	1999-12-25	128798265	139	7	767	"Drama"	1999	12	25	"Matt Damon"	"male"	"Anthony"	"male"
3348	7e+06	"gay self-fulfilling prophecy based on novel journalism identity"	"en"	"Capote"	17.434862	2005-09-30	49084830	114	6.8	384	"Drama"	2005	9	30	"Philip Seymour"	"male"	"Bennett"	"male"
477	8e+07	"usa president atomic bomb john f. kennedy kubakrise threat"	"en"	"Thirteen Days"	18.26121	2000-12-24	34566746	145	6.9	189	"Drama"	2000	12	24	"Kevin Costner"	"male"	"Roger"	"male"
2143	3.5e+07	"cruise pilot ghost ship"	"en"	"Ghost Ship"	27.724913	2002-10-25	68349884	91	5.3	531	"Thriller"	2002	10	25	"Gabriel Byrne"	"male"	"Steve"	"male"
2306	1.9e+07	"holy water long island remake family dinner paranormal"	"en"	"The Amityville Horror"	30.205943	2005-04-15	108047131	90	6	588	"Drama"	2005	4	15	"Ryan Reynolds"	"male"	"Andrew"	"male"
546	7.4e+07	"assistant aftercreditsstinger duringcreditsstinger evil mastermind minions"	"en"	"Minions"	875.581305	2015-06-17	1156730962	91	6.4	4571	"Comedy"	2015	6	17	"Sandra Bullock"	"female"	"Kyle"	"male"
3299	0	NA	"en"	"Swelter"	2.214925	2014-04-20	0	96	4.6	21	"Drama"	2014	4	20	"Jean-Claude Van"	NA	"Keith"	"male"
2798	12500000	"nationalism concentration camp world war ii gas chamber nazis"	"en"	"The Boy in the Striped Pyjamas"	34.821223	2008-05-07	20416563	94	7.7	1451	"Drama"	2008	5	7	"Asa Butterfield"	"male"	"Mark"	"male"
1321	0	"underwear tiger racial segregation"	"en"	"Texas Rangers"	5.641978	2001-11-30	0	110	5.4	19	"Action"	2001	11	30	"James Van"	"male"	"Steve"	"male"
101	1.6e+08	"cia mutant mine marvel comic superhero"	"en"	"X-Men: First Class"	3.195174	2011-05-24	353624124	132	7.1	5181	"Action"	2011	5	24	"James McAvoy"	"male"	"Matthew"	"male"
2681	0	NA	"en"	"Jonah: A VeggieTales Movie"	1.446172	2002-10-04	0	82	6.4	22	"Comedy"	2002	10	4	"Phil Vischer"	"male"	"Phil"	"male"
4135	0	"hearing gang of thieves organized crime"	"en"	"Gangster's Paradise: Jerusalema"	1.717376	2008-02-11	0	120	6.8	16	"Drama"	2008	2	11	"Daniel Buckland"	"male"	"Ralph"	"male"
3039	6400000	"based on novel biography historical figure marilyn monroe"	"en"	"My Week with Marilyn"	21.006078	2011-10-17	35057696	99	6.6	406	"Drama"	2011	10	17	"Michelle Williams"	"female"	"Simon"	"male"
517	8e+07	"secret obsession exorcism remake priest"	"en"	"Exorcist: The Beginning"	15.761384	2004-08-20	78000586	114	4.7	183	"Thriller"	2004	8	20	"Stellan Skarsg\u00e5rd"	"male"	"Renny"	"male"
4324	0	"christian film food"	"en"	"Faith Like Potatoes"	0.147886	2006-10-27	0	97	6	9	"Drama"	2006	10	27	"Frank Rautenbach"	"male"	"Regardt"	NA
4120	3800000	"independent film aftercreditsstinger"	"en"	"Saint John of Las Vegas"	2.559806	2009-06-10	111731	84	5.9	18	"Comedy"	2009	6	10	"Steve Buscemi"	"male"	"Hue"	"male"
4600	0	NA	"en"	"51 Birch Street"	0.049921	2006-10-18	0	90	6.8	6	"Documentary"	2006	10	18	"Carol Block"	"female"	"Doug"	"male"
2592	2.5e+07	"loss of lover antiquary loss of powers death of a friend immortality"	"en"	"Highlander: Endgame"	11.782725	2000-09-01	15843608	87	4.4	104	"Action"	2000	9	1	"Christopher Lambert"	"male"	"Douglas"	"male"
1750	2.7e+07	"farewell federation starfleet peace conference uss enterprise-a"	"en"	"Star Trek VI: The Undiscovered Country"	16.188572	1991-12-05	96900000	113	6.7	413	"Thriller"	1991	12	5	"William Shatner"	"male"	"Nicholas"	"male"
4273	0	NA	"en"	"The Basket"	0.430758	2000-05-05	619042	105	6.5	6	"Drama"	2000	5	5	"Peter Coyote"	"male"	"Rich"	"male"
3653	5e+06	"rap music pennsylvania brother sister relationship farm grandparents"	"en"	"The Visit"	38.94708	2015-09-10	98450062	94	6	1360	"Thriller"	2015	9	10	"Olivia DeJonge"	"female"	"M."	NA
1728	2.1e+07	"new york father son relationship nightclub gangster"	"en"	"We Own the Night"	14.518708	2007-05-25	54926886	117	6.5	323	"Drama"	2007	5	25	"Joaquin Phoenix"	"male"	"James"	"male"
38	2e+08	"obsession marvel comic sequel based on comic book electrocution"	"en"	"The Amazing Spider-Man 2"	89.270217	2014-04-16	705717432	142	6.5	4179	"Action"	2014	4	16	"Andrew Garfield"	"male"	"Marc"	"male"
482	8e+07	"memory sidewalk cafe room key driving a car coastline"	"en"	"Nine"	9.357734	2009-12-03	53825515	112	5.1	165	"Drama"	2009	12	3	"Judi Dench"	"female"	"Rob"	"male"
2086	1.8e+07	"holiday new york new york city christmas"	"en"	"Home Alone 2: Lost in New York"	81.487685	1992-11-19	358991681	120	6.3	2395	"Comedy"	1992	11	19	"Macaulay Culkin"	"male"	"Chris"	"male"
1481	3.4e+07	"magic 3d"	"en"	"Thunder and the House of Magic"	12.867326	2013-12-24	0	85	6.3	121	"Adventure"	2013	12	24	"Brianne Siddall"	"female"	"Ben"	"male"
4587	5e+05	"canada winter hostage olympic games cabin"	"en"	"The Dark Hours"	1.428483	2005-03-11	0	80	5.5	22	"Thriller"	2005	3	11	"Kate Greenhouse"	"female"	"Paul"	"male"
2905	1e+07	"gypsy bare knuckle boxing slang trailer park pig"	"en"	"Snatch"	53.595686	2000-09-01	83557872	103	7.7	2912	"Thriller"	2000	9	1	"Jason Statham"	"male"	"Guy"	"male"
1615	3e+07	"competition prisoner probation assistant  sport violence"	"en"	"Gridiron Gang"	9.278361	2006-09-15	41480851	125	6.5	206	"Drama"	2006	9	15	"Dwayne Johnson"	"male"	"Phil"	"male"
357	1e+08	"betrayal vengeance"	"en"	"Ben-Hur"	29.608322	2016-08-17	94061311	125	5.3	621	"Drama"	2016	8	17	"Jack Huston"	"male"	"Timur"	"male"
4128	2e+06	"gang zombie"	"en"	"Return of the Living Dead 3"	7.502934	1993-10-01	54207	97	5.9	88	"Comedy"	1993	10	1	"Melinda Clarke"	"female"	"Brian"	"male"
177	1.35e+08	"underdog car race dream speed power"	"en"	"Turbo"	44.765377	2013-07-11	282570682	96	6.1	1074	"Family"	2013	7	11	"Ryan Reynolds"	"male"	"David"	"male"
2191	2e+07	"usa capitalism capitalist wall street criticism and blame"	"en"	"Capitalism: A Love Story"	10.50098	2009-09-06	17436509	120	7	167	"Documentary"	2009	9	6	"Michael Moore"	"male"	"Michael"	"male"
3028	1e+07	"musical"	"en"	"Mo' Better Blues"	3.079862	1990-08-03	16153593	129	6.3	47	"Drama"	1990	8	3	"Denzel Washington"	"male"	"Spike"	"male"
3151	1e+07	"writing plagiarism independent film homeschooling aftercreditsstinger"	"en"	"Gentlemen Broncos"	3.193777	2009-09-30	0	89	6.2	51	"Comedy"	2009	9	30	"Michael Angarano"	"male"	"Jared"	"male"
557	7.2e+07	"sniper marine corps saudi arabia petrol golf war"	"en"	"Jarhead"	32.227223	2005-11-04	96889998	125	6.6	765	"Drama"	2005	11	4	"Jamie Foxx"	"female"	"Sam"	"male"
2016	22500000	"istanbul australia post world war i farmer missing in action"	"en"	"The Water Diviner"	22.096286	2014-12-25	15520023	112	6.8	431	"Drama"	2014	12	25	"Russell Crowe"	"male"	"Russell"	"male"
2026	2.2e+07	"cheating new identity computer virus chase computer"	"en"	"The Net"	23.218144	1995-07-28	110627965	114	5.6	354	"Drama"	1995	7	28	"Sandra Bullock"	"female"	"Irwin"	"male"
2868	8e+06	"prison cyborg married couple future dystopia"	"en"	"Fortress"	8.708229	1992-09-30	6739141	95	5.7	168	"Thriller"	1992	9	30	"Christopher Lambert"	"male"	"Stuart"	"male"
3434	6500000	"gay aids based on novel art house tantrum"	"en"	"A Home at the End of the World"	5.483531	2004-07-23	1548955	96	6.8	45	"Drama"	2004	7	23	"Colin Farrell"	"male"	"Michael"	"male"
2361	1.8e+07	"based on novel 1970s thanksgiving dysfunctional family independent film"	"en"	"The Ice Storm"	14.916264	1997-09-27	8038061	112	6.9	176	"Drama"	1997	9	27	"Kevin Kline"	"male"	"Ang"	"male"
4447	0	"relationship problems male female relationship divorce best friends in love"	"en"	"Celeste & Jesse Forever"	9.436431	2012-08-03	3094813	91	6.4	163	"Drama"	2012	8	3	"Rashida Jones"	"female"	"Lee"	"male"
343	9e+07	"museum prosecution identity crisis airplane flea market"	"en"	"Toy Story 2"	73.575118	1999-10-30	497366869	92	7.3	3806	"Comedy"	1999	10	30	"Tom Hanks"	"male"	"John"	"male"
919	9e+07	"new york heroin money criminal"	"en"	"Payback"	17.457947	1999-02-05	161626121	100	6.7	548	"Drama"	1999	2	5	"Mel Gibson"	"male"	"Brian"	"male"
4381	1e+06	"corruption war indonesia"	"id"	"The Act of Killing"	8.887411	2012-08-31	444575	115	7.5	210	"Documentary"	2012	8	31	"Anwar Congo"	"male"	"Joshua"	"male"
